state_code,county_code,county_sub_code,cntyname,town_name,hud_areaname,fips2010,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4,hud_area_code,pop2020,state_alpha
27,141,99999,Sherburne County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2714199999,1317,1491,1820,2424,2714,METRO33460M33460,96015,MN
27,163,99999,Washington County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2716399999,1317,1491,1820,2424,2714,METRO33460M33460,259072,MN
27,171,99999,Wright County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2717199999,1317,1491,1820,2424,2714,METRO33460M33460,136387,MN
55,093,99999,Pierce County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",5509399999,1317,1491,1820,2424,2714,METRO33460M33460,42336,WI
55,109,99999,St. Croix County,,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",5510999999,1317,1491,1820,2424,2714,METRO33460M33460,89702,WI
27,079,99999,Le Sueur County,,"Le Sueur County, MN HUD Metro FMR Area",2707999999,855,861,1129,1582,1848,METRO33460N27079,28425,MN
27,095,99999,Mille Lacs County,,"Mille Lacs County, MN HUD Metro FMR Area",2709599999,879,885,1161,1413,1950,METRO33460N27095,25963,MN
30,063,99999,Missoula County,,"Missoula, MT MSA",3006399999,981,1172,1404,1967,2358,METRO33540M33540,119062,MT
01,129,99999,Washington County,,"Washington County, AL HUD Metro FMR Area",0112999999,872,977,1176,1545,1571,METRO33660M01129,16336,AL
01,097,99999,Mobile County,,"Mobile, AL HUD Metro FMR Area",0109799999,874,978,1178,1551,1576,METRO33660M33660,413977,AL
06,099,99999,Stanislaus County,,"Modesto, CA MSA",0609999999,1204,1288,1669,2339,2717,METRO33700M33700,546235,CA
22,067,99999,Morehouse Parish,,"Morehouse Parish, LA HUD Metro FMR Area",2206799999,684,688,903,1188,1302,METRO33740M22067,25189,LA
22,073,99999,Ouachita Parish,,"Monroe, LA HUD Metro FMR Area",2207399999,823,824,1069,1371,1417,METRO33740M33740,154679,LA
22,111,99999,Union Parish,,"Monroe, LA HUD Metro FMR Area",2211199999,823,824,1069,1371,1417,METRO33740M33740,22270,LA
26,115,99999,Monroe County,,"Monroe, MI MSA",2611599999,920,1022,1341,1666,2133,METRO33780M33780,150000,MI
01,001,99999,Autauga County,,"Montgomery, AL MSA",0100199999,922,965,1147,1462,1810,METRO33860M33860,55639,AL
01,051,99999,Elmore County,,"Montgomery, AL MSA",0105199999,922,965,1147,1462,1810,METRO33860M33860,81526,AL
01,085,99999,Lowndes County,,"Montgomery, AL MSA",0108599999,922,965,1147,1462,1810,METRO33860M33860,9936,AL
01,101,99999,Montgomery County,,"Montgomery, AL MSA",0110199999,922,965,1147,1462,1810,METRO33860M33860,226451,AL
54,061,99999,Monongalia County,,"Morgantown, WV MSA",5406199999,886,892,1126,1357,1891,METRO34060M34060,106196,WV
54,077,99999,Preston County,,"Morgantown, WV MSA",5407799999,886,892,1126,1357,1891,METRO34060M34060,33610,WV
47,063,99999,Hamblen County,,"Morristown, TN HUD Metro FMR Area",4706399999,880,886,1147,1504,1878,METRO34100M34100,64479,TN
47,089,99999,Jefferson County,,"Morristown, TN HUD Metro FMR Area",4708999999,880,886,1147,1504,1878,METRO34100M34100,54162,TN
47,057,99999,Grainger County,,"Grainger County, TN HUD Metro FMR Area",4705799999,703,708,929,1227,1232,METRO34100M47057,23268,TN
53,057,99999,Skagit County,,"Mount Vernon-Anacortes, WA MSA",5305799999,1257,1401,1833,2568,2793,METRO34580M34580,127442,WA
18,035,99999,Delaware County,,"Muncie, IN MSA",1803599999,773,842,1031,1353,1566,METRO34620M34620,114461,IN
26,121,99999,Muskegon County,,"Muskegon, MI MSA",2612199999,852,939,1232,1505,1633,METRO34740M34740,173679,MI
45,051,99999,Horry County,,"Myrtle Beach-North Myrtle Beach-Conway, SC HUD Metro FMR Area",4505199999,1218,1289,1511,1903,2219,METRO34820M34820,344186,SC
37,019,99999,Brunswick County,,"Brunswick County, NC HUD Metro FMR Area",3701999999,1182,1294,1433,2008,2406,METRO34820M48900,137303,NC
